; BGConv 使用的 WordConv.txt 檔案
; 維護者: Kii Ali <kiiali@cpatch.org>
; 表格語言: BIG5 / GB2312
L BIG5
; 轉譯方向: B2G / G2B / BOTH
T BOTH
; v1.0.35 by Kii Ali
; 用途:(在繁體裡面，工作可能是 work/task/job，簡體則是 work (工作) task/job (任務)
;■2.四對一繁轉簡
;
; 1)四個繁體字在簡體系統裡面，對應到同一簡體字。
; 2)在繁體系統，則四字意義各不相同。
; 榦 乾 幹 干 -> 干   國之楨榦 幹事 乾燥 乾坤 乾隆 相干 干擾 (臺灣)
;                     國之楨干 干事 干燥 乾坤 乾隆 相干 干擾 (大陸)
S 乾女兒
D 干女兒
S 乾片
D 干片
S 乾冰
D 干冰
S 乾血漿
D 干血漿
S 乾旱
D 干旱
S 乾材
D 干材
S 乾兒子
D 干兒子
S 乾季
D 干季
S 乾官
D 干官
S 乾果
D 干果
S 乾杯
D 干杯
S 乾爸爸
D 干爸爸
S 乾股
D 干股
S 乾咳
D 干咳
S 乾枯
D 干枯
S 乾洗
D 干洗
S 乾盃
D 干盃
S 乾埔
D 干埔
S 乾家
D 干家
S 乾柴
D 干柴
S 乾爹
D 干爹
S 乾笑
D 干笑
S 乾脆
D 干脆
S 乾草
D 干草
S 乾乾
D 干干
S 乾涸
D 干涸
S 乾淨
D 干淨
S 乾爽
D 干爽
S 乾渴
D 干渴
S 乾等
D 干等
S 乾著急
D 干著急
S 乾菜
D 干菜
S 乾飯
D 干飯
S 乾媽
D 干媽
S 乾酪
D 干酪
S 乾電池
D 干電池
S 乾嘔
D 干嘔
S 乾輩
D 干輩
S 乾親
D 干親
S 乾嚎
D 干嚎
S 乾燥
D 干燥
S 乾薪
D 干薪
S 乾糧
D 干糧
S 乾餾
D 干餾
S 乾鬆
D 干鬆
S 乾癟
D 干癟
S 乾麵
D 干麵
S 枯乾
D 枯干
S 全乾
D 全干
S 焙乾
D 焙干
S 魚乾
D 魚干
S 擦乾
D 擦干
S 曬乾
D 曬干
S 風乾
D 風干
S 晾乾
D 晾干
S 拭乾
D 拭干
S 陰乾
D 陰干
S 抹乾
D 抹干
S 白乾
D 白干
S 餅乾
D 餅干
S 嘴乾
D 嘴干
S 烘乾
D 烘干
S 肉乾
D 肉干
S 豆乾
D 豆干
S 乾乾
D 干干
S 口乾
D 口干
S 偎乾
D 偎干
S 烘乾機
D 烘干機
S 葡萄乾
D 葡萄干
S 一乾二淨
D 一干二淨
S 乾乾淨淨
D 干干淨淨
;
;
S 旋乾轉坤
D 旋乾轉坤
S 朝乾夕惕
D 朝乾夕惕
S 乾坤
D 乾坤
S 乾隆
D 乾隆
S 乾綱
D 乾綱
;
;
S 巴爾幹
D 巴爾干
S 幹校
D 干校
S 幹部
D 干部
S 幹線
D 干線
;
;
S 貴幹
D 貴干
S 纔幹
D 才干
S 軀幹
D 軀干
S 蠻幹
D 蠻干
S 實幹
D 實干
S 莖幹
D 莖干
S 匪幹
D 匪干
S 公幹
D 公干
S 苦幹
D 苦干
S 硬幹
D 硬干
S 相幹
D 相干
S 材幹
D 材干
S 主幹
D 主干
S 精幹
D 精干
S 能幹
D 能干
S 枝幹
D 枝干
S 蠁幹
D 蠁干
S 骨幹
D 骨干
S 支幹
D 支干
S 樹幹
D 樹干
S 幹才
D 干才
S 幹什麼
D 干什麼
S 幹你娘
D 干你娘
S 幹完
D 干完
S 幹事
D 干事
S 幹勁
D 干勁
S 幹活
D 干活
S 幹將
D 干將
S 幹掉
D 干掉
S 幹略
D 干略
S 幹道
D 干道
S 幹嘛
D 干嘛
S 幹麼
D 干麼
S 幹練
D 干練
S 幹線
D 干線
S 幹辦
D 干辦
; 檯 颱 臺 台 -> 台   檯燈 颱風 臺灣 天台山  (臺灣)
;                     台燈 台風 台灣 天台山  (大陸)
S 檯子
D 台子
S 檯面
D 台面
S 檯燈
D 台燈
S 轉檯
D 轉台
S 櫃檯
D 櫃台
S 窗檯
D 窗台
;
;
S 防颱
D 防台
S 風颱
D 風台
S 颱風
D 台風
;
;
S 臺下
D 台下
S 臺上
D 台上
S 臺大
D 台大
S 臺中
D 台中
S 臺北
D 台北
S 臺光
D 台光
S 臺地
D 台地
S 臺安
D 台安
S 臺式
D 台式
S 臺西
D 台西
S 臺步
D 台步
S 臺汽
D 台汽
S 臺兒莊
D 台兒莊
S 臺命
D 台命
S 臺東
D 台東
S 臺金
D 台金
S 臺南
D 台南
S 臺柱
D 台柱
S 臺玻
D 台玻
S 臺省
D 台省
S 臺風
D 台風
S 臺海
D 台海
S 臺航
D 台航
S 臺商
D 台商
S 臺視
D 台視
S 臺詞
D 台詞
S 臺階
D 台階
S 臺塑
D 台塑
S 臺照
D 台照
S 臺電
D 台電
S 臺幣
D 台幣
S 臺榭
D 台榭
S 臺端
D 台端
S 臺輔
D 台輔
S 臺銀
D 台銀
S 臺銜
D 台銜
S 臺澎
D 台澎
S 臺鋁
D 台鋁
S 臺駕
D 台駕
S 臺燈
D 台燈
S 臺獨
D 台獨
S 臺糖
D 台糖
S 臺覽
D 台覽
S 臺鑒
D 台鑒
S 臺灣
D 台灣
S 南臺
D 南台
S 建臺
D 建台
S 後臺
D 后台
S 茅臺
D 茅台
S 債臺
D 債台
S 月臺
D 月台
S 新臺幣
D 新台幣
S 歌臺舞榭
D 歌台舞榭
S 中臺醫專
D 中台醫專
S 舞臺
D 舞台
; 浬 裏 裡 里 -> 里   海浬 裏面 裡面 里程    (臺灣)
;                     海里 里面 里面 里程    (大陸)
S 那裡
D 那里
S 眼裡
D 眼里
S 表裡
D 表里
S 這裡
D 這里
S 夜裡
D 夜里
S 懷裡
D 懷里
S 即裡
D 即里
S 哪裡
D 哪里
S 心裡
D 心里
S 表裡
D 表里
S 田裡
D 田里
S 襯裡
D 襯里
S 家裡
D 家里
S 就裡
D 就里
S 表裡山河
D 表里山河
S 窩裡反
D 窩里反
S 裡裡外外
D 里里外外
S 吃裡扒外
D 吃里扒外
S 心裡有數
D 心里有數
S 字裡行間
D 字里行間
S 怪裡怪氣
D 怪里怪氣
S 吃裡爬外
D 吃里爬外
S 百裡挑一
D 百里挑一
S 霧裡看花
D 霧里看花
S 雪裡紅
D 雪里紅
S 死裡逃生
D 死里逃生
S 忙裡
D 忙里
S 沙裡淘金
D 沙里淘金
S 傻裡傻氣
D 傻里傻氣
S 糊裡糊塗
D 糊里糊塗
S 蜜裡調油
D 蜜里調油
S 笑裡藏刀
D 笑里藏刀
S 苑裡鎮
D 苑里鎮
S 邋裡邋遢
D 邋里邋遢
S 雪裡葒
D 雪里葒
S 雪裡紅
D 雪里紅
S 裡子
D 里子
S 裡外
D 里外
S 裡布
D 里布
S 裡衣
D 里衣
S 裡屋
D 里屋
S 裡面
D 里面
S 裡海
D 里海
S 裡裡外外
D 里裡外外
S 裡頭
D 里頭
S 裡應外合
D 里應外合
S 裡邊
D 里邊
; 挶 跼 侷 局 -> 局   挶 跼促 侷限 分局      (臺灣)
;                     局 局促 局限 分局      (大陸)
S 跼促
D 局促
S 侷限
D 局限
; 懞 矇 濛 蒙 -> 蒙   懞懂  矇著 濛濛 蒙古   (臺灣)
;                     蒙懂  蒙著 蒙蒙 蒙古   (大陸)
S 矇住
D 蒙住
S 矇混
D 蒙混
S 矇矇
D 蒙矇
S 矇騙
D 蒙騙
S 矇矓
D 蒙矓
S 發矇
D 發蒙
S 欺矇
