; BGConv 使用的 WordConv.txt 檔案
; 維護者: Kii Ali <kiiali@cpatch.org>
; 表格語言: BIG5 / GB2312
L BIG5
; 轉譯方向: B2G / G2B / BOTH
T BOTH
; v1.0.35 by Kii Ali
; v1.0.35 by Kii Ali
S (斯拉夫文)
D (西里爾文)
S (斯拉夫)
D (西里爾)
S 汶萊
D 文萊達魯薩蘭
S 薩伊
D 扎伊爾
S 卡達
D 卡塔爾
S 拉曼
D 拉赫曼
S 肯亞
D 肯尼亞
S 葛摩
D 科摩羅
S 詹森
D 約翰遜
S 納塞
D 納賽爾
S 幾內
D 幾內亞
S 舒茲
D 舒爾茨
S 費瑟
D 費薩爾
S 黎利
D 黎薩爾
S 比金
D 貝京
S 加彭
D 加蓬
S 尼溫
D 奈溫
S 布希
D 布什
S 宇努
D 吳努
S 宇譚
D 吳丹
S 沙特
D 薩特
S 貝南
D 貝寧
S 東加
D 湯加
S 柯爾
D 科爾
S 查德
D 乍得
S 活豬
D 生豬
S 范錫
D 萬斯
S 迦納
D 加納
S 奚斯
D 希斯
S 納奇
D 納吉
S 馬利
D 馬里
S 梵谷
D 凡高
S 莫洛
D 莫羅
S 陶利
D 杜爾
S 喬塞
D 喬叟
S 溥瑪
D 富馬
S 葉門
D 也門
S 葉慈
D 葉芝
S 雷根
D 里根
S 寮國
D 老撾
S 諾魯
D 瑙魯
S 龍諾
D 朗諾
S 戴揚
D 達揚
S 千里達
D 特立尼達和多巴哥
S 施亞奴
D 西哈努克
S 包戈尼
D 波德戈爾內
S 華德翰
D 瓦爾德海姆
S 艾育布
D 阿尤布‧汗
S 夏斯屈
D 夏斯特里
S 聖文森
D 聖文森特
S 卡斯楚
D 卡斯特羅
S 辛巴威
D 津巴布韋
S 厄瓜多
D 厄瓜多爾
S 布加寧
D 布爾加寧
S 包吉巴
D 布爾吉巴
S 萬那杜
D 瓦努阿圖
S 戈慕卡
D 哥穆爾卡
S 克努瑪
D 恩克魯瑪
S 麥美倫
D 麥克米倫
S 賈梅耶
D 傑馬耶勒
S 波札那
D 博茨瓦納
S 獅子山
D 塞拉利昂
S 奧蒂嘉
D 奧爾特加
S 巴勒維
D 巴列維
S 巴洛克
D 巴羅克
S 格達費
D 卡扎菲
S 賈拉漢
D 卡拉漢
S 卡森姆
D 卡塞姆
S 尼克森
D 尼克松
S 尼邁瑞
D 尼邁里
S 蒲隆地
D 布隆迪
S 華勒沙
D 瓦文薩
S 吉布地
D 吉布提
S 蓋亞納
D 圭亞那
S 安地卡
D 安提瓜
S 密特朗
D 米德朗
S 席哈克
D 希拉克
S 夏米爾
D 沙米爾
S 甘乃迪
D 肯尼迪
S 阿葉德
D 阿連德
S 艾德諾
D 阿登納
S 阿塞德
D 阿薩德
S 裴瑞斯
D 佩雷斯
S 甘比亞
D 岡比亞
S 閔托夫
D 明托夫
S 布蘭德
D 勃朗特
S 柯錫金
D 柯西金
S 薩希爾
D 查布爾
S 白遼士
D 柏遼茲
S 范法尼
D 范范尼
S 安利爾
D 恩里萊
S 格雷哥
D 格里格
S 馬拉威
D 馬拉維
S 馬可仕
D 馬科斯
S 畢卡索
D 畢加索
S 莫札特
D 莫差特
S 蔔卡薩
D 博卡薩
S 喀麥隆
D 喀麥隆
S 史托夫
D 斯多夫
S 賴索托
D 萊索托
S 塞席爾
D 塞舌爾
S 奧布特
D 奧博特
S 紐西蘭
D 新西蘭
S 葉爾欽
D 葉利欽
S 達文西
D 達芬奇
S 吐瓦魯
D 圖瓦盧
S 佛克納
D 福克納
S 孟岱爾
D 蒙代爾
S 莫布杜
D 蒙博托
S 劉易士
D 劉易斯
S 德布西
D 德彪西
S 戴斯亭
D 德斯坦
S 柴契爾
D 撒切爾
S 盧安達
D 盧旺達
S 盧默貝
D 盧蒙巴
S 何梅尼
D 霍梅尼
S 龐畢度
D 篷皮杜
S 沙布瑞
D 薩布里
S 沙達特
D 薩達特
S 羅吉斯
D 羅傑斯
S 尚比亞
D 贊比亞
S 蘇卡諾
D 蘇加諾
S 蘇利南
D 蘇里南
S 道瓊指數
D 道‧瓊斯指數
S 謝瓦納茲
D 謝瓦爾德納澤
S 戈巴契夫
D 戈爾巴喬夫
S 布隆費德
D 布龍菲爾德
S 孫納雅克
D 森納那亞克
S 索忍尼辛
D 索爾仁尼琴
S 麥納馬拉
D 麥克納馬拉
S 衣索比亞
D 埃塞俄比亞
S 希奧塞古
D 齊奧塞斯庫
S 模里西斯
D 毛里求斯
S 奈及利亞
D 尼日利亞
S 包米迪尼
D 布邁丁
S 佛洛伊德
D 弗洛伊德
S 瓜地馬拉
D 危地馬拉
S 多明尼加
D 多米尼加
S 杜布萊寧
D 多勃雷寧
S 賴比瑞亞
D 利比里亞
S 李加契夫
D 利加喬夫
S 杜布西克
D 杜布切克
S 坦尚尼亞
D 坦桑尼亞
S 翁山蘇姬
D 昂山素季
S 海桑二世
D 哈桑二世
S 柏林圍牆
D 柏林牆
S 宏都拉斯
D 洪都拉斯
S 格瑞那達
D 格林納達
S 泰國
D 泰王國
S 索馬利亞
D 索馬里
S 馬林可夫
D 馬林科夫
S 馬爾地夫
D 馬爾代夫
S 梅爾夫人
D 梅厄夫人
S 莫三比克
D 莫桑比克
S 斯夫波達
D 斯沃博達
S 史瓦濟蘭
D 斯威士蘭
S 普利茲獎
D 普利策獎
S 賽普勒斯
D 塞浦路斯
S 艾森斯坦
D 愛森斯坦
S 聖馬利諾
D 聖馬力諾
S 哈姆雷特
D 漢姆雷特
S 賈魯塞斯基
D 雅魯澤爾斯基
S 巴本德里歐
D 帕潘德里歐
S 卡拉曼理斯
D 卡拉曼利斯
S 布里茲涅夫
D 勃列日涅夫
S 列支敦斯登
D 列支敦士登
S 安得洛波夫
D 安德羅波夫
S 米開朗基羅
D 米開朗琪羅
S 茅利塔尼亞
D 毛里塔尼亞
S 哥斯大黎加
D 哥斯達黎加
S 班達拉尼克
D 班達拉奈克
S 哥德式
D 哥特式
S 幾內亞比索
D 幾內亞比紹
S 葉門阿拉伯
D 阿拉伯也門
S 樸列漢諾夫
D 普列漢諾夫
S 沙烏地阿拉伯
D 沙特阿拉伯
S 巴布亞紐幾內亞
D 巴布亞新幾內亞
S 杜斯托也夫斯基
D 陀思妥耶夫斯基
